SznPlPos,PlPos,SznLgTrf,LgTrf,Season,TrfLg,TrfTm,NominationOrder,Player,PlayerID,Pos,NFL,Salary,BidHistory
2026_MatthewStafford_QB,MatthewStafford_QB,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,KERFUFFLE,LBC,11.0,Matthew Stafford,1114942.0,QB,LAR,77.0,"[{""Team"": ""MB"", ""Bid"": 1.0}, {""Team"": ""CLC"", ""Bid"": 2.0}, {""Team"": ""PSL"", ""Bid"": 3.0}, {""Team"": ""LBC"", ""Bid"": 4.0}, {""Team"": ""PSL"", ""Bid"": 5.0}, {""Team"": ""DDD"", ""Bid"": 45.0}, {""Team"": ""LBC"", ""Bid"": 46.0}, {""Team"": ""ABT"", ""Bid"": 60.0}, {""Team"": ""PSL"", ""Bid"": 61.0}, {""Team"": ""LBC"", ""Bid"": 62.0}, {""Team"": ""ABT"", ""Bid"": 76.0}, {""Team"": ""LBC"", ""Bid"": 77.0}]"
2026_KylerMurray_QB,KylerMurray_QB,2026_KERFUFFLE_DDD,KERFUFFLE_DDD,2026.0,KERFUFFLE,DDD,12.0,Kyler Murray,2180829.0,QB,MIN,65.0,"[{""Team"": ""CLC"", ""Bid"": 1.0}, {""Team"": ""PCP"", ""Bid"": 2.0}, {""Team"": ""PSL"", ""Bid"": 3.0}, {""Team"": ""DDD"", ""Bid"": 45.0}, {""Team"": ""CLC"", ""Bid"": 46.0}, {""Team"": ""DDD"", ""Bid"": 47.0}, {""Team"": ""LC"", ""Bid"": 48.0}, {""Team"": ""DDD"", ""Bid"": 49.0}, {""Team"": ""LC"", ""Bid"": 50.0}, {""Team"": ""CLC"", ""Bid"": 51.0}, {""Team"": ""LC"", ""Bid"": 52.0}, {""Team"": ""CLC"", ""Bid"": 53.0}, {""Team"": ""LC"", ""Bid"": 54.0}, {""Team"": ""ABT"", ""Bid"": 55.0}, {""Team"": ""LC"", ""Bid"": 56.0}, {""Team"": ""ABT"", ""Bid"": 57.0}, {""Team"": ""LC"", ""Bid"": 58.0}, {""Team"": ""CLC"", ""Bid"": 59.0}, {""Team"": ""LC"", ""Bid"": 60.0}, {""Team"": ""DDD"", ""Bid"": 61.0}, {""Team"": ""LC"", ""Bid"": 62.0}, {""Team"": ""DDD"", ""Bid"": 63.0}, {""Team"": ""CLC"", ""Bid"": 64.0}, {""Team"": ""DDD"", ""Bid"": 65.0}]"
2026_JaredGoff_QB,JaredGoff_QB,2026_KERFUFFLE_LC,KERFUFFLE_LC,2026.0,KERFUFFLE,LC,13.0,Jared Goff,2061053.0,QB,DET,75.0,"[{""Team"": ""DDD"", ""Bid"": 1.0}, {""Team"": ""PSL"", ""Bid"": 2.0}, {""Team"": ""CPC"", ""Bid"": 3.0}, {""Team"": ""MB"", ""Bid"": 4.0}, {""Team"": ""PSL"", ""Bid"": 5.0}, {""Team"": ""MB"", ""Bid"": 6.0}, {""Team"": ""PSL"", ""Bid"": 7.0}, {""Team"": ""MB"", ""Bid"": 8.0}, {""Team"": ""LC"", ""Bid"": 9.0}, {""Team"": ""PSL"", ""Bid"": 10.0}, {""Team"": ""LC"", ""Bid"": 11.0}, {""Team"": ""MB"", ""Bid"": 12.0}, {""Team"": ""ABT"", ""Bid"": 40.0}, {""Team"": ""LC"", ""Bid"": 50.0}, {""Team"": ""MB"", ""Bid"": 51.0}, {""Team"": ""LC"", ""Bid"": 52.0}, {""Team"": ""MB"", ""Bid"": 53.0}, {""Team"": ""PSL"", ""Bid"": 54.0}, {""Team"": ""LC"", ""Bid"": 75.0}]"
2026_BryceYoung_QB,BryceYoung_QB,2026_KERFUFFLE_MB,KERFUFFLE_MB,2026.0,KERFUFFLE,MB,14.0,Bryce Young,3161957.0,QB,CAR,50.0,"[{""Team"": ""PP"", ""Bid"": 1.0}, {""Team"": ""PSL"", ""Bid"": 2.0}, {""Team"": ""MB"", ""Bid"": 3.0}, {""Team"": ""PSL"", ""Bid"": 4.0}, {""Team"": ""MB"", ""Bid"": 5.0}, {""Team"": ""PSL"", ""Bid"": 6.0}, {""Team"": ""MB"", ""Bid"": 7.0}, {""Team"": ""PSL"", ""Bid"": 8.0}, {""Team"": ""MB"", ""Bid"": 9.0}, {""Team"": ""ABT"", ""Bid"": 10.0}, {""Team"": ""MB"", ""Bid"": 11.0}, {""Team"": ""CLC"", ""Bid"": 12.0}, {""Team"": ""ABT"", ""Bid"": 13.0}, {""Team"": ""MB"", ""Bid"": 14.0}, {""Team"": ""ABT"", ""Bid"": 15.0}, {""Team"": ""MB"", ""Bid"": 16.0}, {""Team"": ""ABT"", ""Bid"": 17.0}, {""Team"": ""MB"", ""Bid"": 18.0}, {""Team"": ""ABT"", ""Bid"": 19.0}, {""Team"": ""CLC"", ""Bid"": 20.0}, {""Team"": ""ABT"", ""Bid"": 21.0}, {""Team"": ""MB"", ""Bid"": 22.0}, {""Team"": ""ABT"", ""Bid"": 23.0}, {""Team"": ""MB"", ""Bid"": 24.0}, {""Team"": ""ABT"", ""Bid"": 25.0}, {""Team"": ""MB"", ""Bid"": 26.0}, {""Team"": ""ABT"", ""Bid"": 27.0}, {""Team"": ""MB"", ""Bid"": 28.0}, {""Team"": ""ABT"", ""Bid"": 29.0}, {""Team"": ""MB"", ""Bid"": 30.0}, {""Team"": ""ABT"", ""Bid"": 31.0}, {""Team"": ""MB"", ""Bid"": 32.0}, {""Team"": ""ABT"", ""Bid"": 33.0}, {""Team"": ""MB"", ""Bid"": 34.0}, {""Team"": ""ABT"", ""Bid"": 35.0}, {""Team"": ""MB"", ""Bid"": 36.0}, {""Team"": ""ABT"", ""Bid"": 37.0}, {""Team"": ""MB"", ""Bid"": 38.0}, {""Team"": ""ABT"", ""Bid"": 39.0}, {""Team"": ""MB"", ""Bid"": 40.0}, {""Team"": ""ABT"", ""Bid"": 41.0}, {""Team"": ""MB"", ""Bid"": 42.0}, {""Team"": ""ABT"", ""Bid"": 43.0}, {""Team"": ""MB"", ""Bid"": 44.0}, {""Team"": ""ABT"", ""Bid"": 45.0}, {""Team"": ""MB"", ""Bid"": 46.0}, {""Team"": ""ABT"", ""Bid"": 47.0}, {""Team"": ""MB"", ""Bid"": 48.0}, {""Team"": ""ABT"", ""Bid"": 49.0}, {""Team"": ""MB"", ""Bid"": 50.0}]"
2026_JustinJefferson_WR,JustinJefferson_WR,2026_KERFUFFLE_PSL,KERFUFFLE_PSL,2026.0,KERFUFFLE,PSL,15.0,Justin Jefferson,2871343.0,WR,MIN,78.0,"[{""Team"": ""LC"", ""Bid"": 1.0}, {""Team"": ""CPC"", ""Bid"": 2.0}, {""Team"": ""ABT"", ""Bid"": 76.0}, {""Team"": ""CLC"", ""Bid"": 77.0}, {""Team"": ""PSL"", ""Bid"": 78.0}]"
2026_KyrenWilliams_RB,KyrenWilliams_RB,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,KERFUFFLE,LBC,16.0,Kyren Williams,3121836.0,RB,LAR,65.0,"[{""Team"": ""PSL"", ""Bid"": 1.0}, {""Team"": ""MB"", ""Bid"": 2.0}, {""Team"": ""CLC"", ""Bid"": 3.0}, {""Team"": ""MB"", ""Bid"": 4.0}, {""Team"": ""ABT"", ""Bid"": 5.0}, {""Team"": ""MB"", ""Bid"": 6.0}, {""Team"": ""ABT"", ""Bid"": 7.0}, {""Team"": ""SBS"", ""Bid"": 8.0}, {""Team"": ""ABT"", ""Bid"": 9.0}, {""Team"": ""PSL"", ""Bid"": 20.0}, {""Team"": ""ABT"", ""Bid"": 21.0}, {""Team"": ""SBS"", ""Bid"": 22.0}, {""Team"": ""MB"", ""Bid"": 23.0}, {""Team"": ""PSL"", ""Bid"": 24.0}, {""Team"": ""ABT"", ""Bid"": 25.0}, {""Team"": ""MB"", ""Bid"": 26.0}, {""Team"": ""PSL"", ""Bid"": 27.0}, {""Team"": ""ABT"", ""Bid"": 28.0}, {""Team"": ""SBS"", ""Bid"": 29.0}, {""Team"": ""PSL"", ""Bid"": 30.0}, {""Team"": ""MB"", ""Bid"": 31.0}, {""Team"": ""PSL"", ""Bid"": 32.0}, {""Team"": ""ABT"", ""Bid"": 33.0}, {""Team"": ""PSL"", ""Bid"": 34.0}, {""Team"": ""CLC"", ""Bid"": 35.0}, {""Team"": ""PSL"", ""Bid"": 36.0}, {""Team"": ""LBC"", ""Bid"": 37.0}, {""Team"": ""PSL"", ""Bid"": 38.0}, {""Team"": ""ABT"", ""Bid"": 39.0}, {""Team"": ""PSL"", ""Bid"": 40.0}, {""Team"": ""CPC"", ""Bid"": 41.0}, {""Team"": ""PSL"", ""Bid"": 42.0}, {""Team"": ""LBC"", ""Bid"": 43.0}, {""Team"": ""ABT"", ""Bid"": 44.0}, {""Team"": ""PSL"", ""Bid"": 45.0}, {""Team"": ""ABT"", ""Bid"": 46.0}, {""Team"": ""PSL"", ""Bid"": 47.0}, {""Team"": ""ABT"", ""Bid"": 48.0}, {""Team"": ""RR"", ""Bid"": 49.0}, {""Team"": ""LBC"", ""Bid"": 50.0}, {""Team"": ""PSL"", ""Bid"": 51.0}, {""Team"": ""RR"", ""Bid"": 52.0}, {""Team"": ""LBC"", ""Bid"": 53.0}, {""Team"": ""RR"", ""Bid"": 54.0}, {""Team"": ""LBC"", ""Bid"": 55.0}, {""Team"": ""RR"", ""Bid"": 56.0}, {""Team"": ""LBC"", ""Bid"": 57.0}, {""Team"": ""RR"", ""Bid"": 58.0}, {""Team"": ""LBC"", ""Bid"": 59.0}, {""Team"": ""RR"", ""Bid"": 60.0}, {""Team"": ""LBC"", ""Bid"": 61.0}, {""Team"": ""CLC"", ""Bid"": 62.0}, {""Team"": ""LBC"", ""Bid"": 63.0}, {""Team"": ""PSL"", ""Bid"": 64.0}, {""Team"": ""LBC"", ""Bid"": 65.0}]"
2026_TerryMcLaurin_WR,TerryMcLaurin_WR,2026_KERFUFFLE_SBS,KERFUFFLE_SBS,2026.0,KERFUFFLE,SBS,17.0,Terry McLaurin,2139279.0,WR,WAS,51.0,"[{""Team"": ""CPC"", ""Bid"": 1.0}, {""Team"": ""MB"", ""Bid"": 2.0}, {""Team"": ""SBS"", ""Bid"": 3.0}, {""Team"": ""PSL"", ""Bid"": 4.0}, {""Team"": ""MB"", ""Bid"": 5.0}, {""Team"": ""ABT"", ""Bid"": 50.0}, {""Team"": ""SBS"", ""Bid"": 51.0}]"
2026_DavidMontgomery_RB,DavidMontgomery_RB,2026_KERFUFFLE_PSL,KERFUFFLE_PSL,2026.0,KERFUFFLE,PSL,18.0,David Montgomery,2261252.0,RB,HOU,43.0,"[{""Team"": ""RR"", ""Bid"": 1.0}, {""Team"": ""MB"", ""Bid"": 2.0}, {""Team"": ""DDD"", ""Bid"": 3.0}, {""Team"": ""MB"", ""Bid"": 4.0}, {""Team"": ""PCP"", ""Bid"": 5.0}, {""Team"": ""PP"", ""Bid"": 6.0}, {""Team"": ""ABT"", ""Bid"": 20.0}, {""Team"": ""RR"", ""Bid"": 21.0}, {""Team"": ""PSL"", ""Bid"": 22.0}, {""Team"": ""RR"", ""Bid"": 23.0}, {""Team"": ""MB"", ""Bid"": 24.0}, {""Team"": ""RR"", ""Bid"": 25.0}, {""Team"": ""MB"", ""Bid"": 26.0}, {""Team"": ""RR"", ""Bid"": 27.0}, {""Team"": ""MB"", ""Bid"": 28.0}, {""Team"": ""ABT"", ""Bid"": 30.0}, {""Team"": ""PSL"", ""Bid"": 31.0}, {""Team"": ""MB"", ""Bid"": 32.0}, {""Team"": ""CLC"", ""Bid"": 33.0}, {""Team"": ""PSL"", ""Bid"": 34.0}, {""Team"": ""MB"", ""Bid"": 35.0}, {""Team"": ""ABT"", ""Bid"": 36.0}, {""Team"": ""RR"", ""Bid"": 37.0}, {""Team"": ""MB"", ""Bid"": 38.0}, {""Team"": ""RR"", ""Bid"": 39.0}, {""Team"": ""PSL"", ""Bid"": 40.0}, {""Team"": ""MB"", ""Bid"": 41.0}, {""Team"": ""ABT"", ""Bid"": 42.0}, {""Team"": ""PSL"", ""Bid"": 43.0}]"
2026_CJStroud_QB,CJStroud_QB,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,KERFUFFLE,CLC,19.0,CJ Stroud,3163079.0,QB,HOU,47.0,"[{""Team"": ""PCP"", ""Bid"": 1.0}, {""Team"": ""PSL"", ""Bid"": 2.0}, {""Team"": ""CPC"", ""Bid"": 3.0}, {""Team"": ""ABT"", ""Bid"": 30.0}, {""Team"": ""CLC"", ""Bid"": 31.0}, {""Team"": ""ABT"", ""Bid"": 32.0}, {""Team"": ""CLC"", ""Bid"": 33.0}, {""Team"": ""ABT"", ""Bid"": 34.0}, {""Team"": ""CLC"", ""Bid"": 35.0}, {""Team"": ""ABT"", ""Bid"": 36.0}, {""Team"": ""CLC"", ""Bid"": 37.0}, {""Team"": ""ABT"", ""Bid"": 38.0}, {""Team"": ""CLC"", ""Bid"": 39.0}, {""Team"": ""ABT"", ""Bid"": 40.0}, {""Team"": ""CLC"", ""Bid"": 41.0}, {""Team"": ""ABT"", ""Bid"": 42.0}, {""Team"": ""CLC"", ""Bid"": 43.0}, {""Team"": ""ABT"", ""Bid"": 44.0}, {""Team"": ""CLC"", ""Bid"": 45.0}, {""Team"": ""ABT"", ""Bid"": 46.0}, {""Team"": ""CLC"", ""Bid"": 47.0}]"
2026_Broncos_DST,Broncos_DST,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,KERFUFFLE,LBC,20.0,Broncos,1909.0,DST,DEN,7.0,"[{""Team"": ""LBC"", ""Bid"": 1.0}, {""Team"": ""PSL"", ""Bid"": 2.0}, {""Team"": ""LBC"", ""Bid"": 3.0}, {""Team"": ""PSL"", ""Bid"": 4.0}, {""Team"": ""LBC"", ""Bid"": 5.0}, {""Team"": ""PSL"", ""Bid"": 6.0}, {""Team"": ""LBC"", ""Bid"": 7.0}]"
2026_JamesonWilliams_WR,JamesonWilliams_WR,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,KERFUFFLE,ABT,21.0,Jameson Williams,3125968.0,WR,DET,37.0,"[{""Team"": ""ABT"", ""Bid"": 1.0}, {""Team"": ""RR"", ""Bid"": 2.0}, {""Team"": ""ABT"", ""Bid"": 30.0}, {""Team"": ""PSL"", ""Bid"": 31.0}, {""Team"": ""PP"", ""Bid"": 32.0}, {""Team"": ""ABT"", ""Bid"": 33.0}, {""Team"": ""PP"", ""Bid"": 34.0}, {""Team"": ""ABT"", ""Bid"": 35.0}, {""Team"": ""PP"", ""Bid"": 36.0}, {""Team"": ""ABT"", ""Bid"": 37.0}]"
2026_JKDobbins_RB,JKDobbins_RB,2026_KERFUFFLE_MB,KERFUFFLE_MB,2026.0,KERFUFFLE,MB,22.0,JK Dobbins,2804420.0,RB,DEN,30.0,"[{""Team"": ""SBS"", ""Bid"": 1.0}, {""Team"": ""CLC"", ""Bid"": 2.0}, {""Team"": ""SBS"", ""Bid"": 3.0}, {""Team"": ""MB"", ""Bid"": 4.0}, {""Team"": ""LC"", ""Bid"": 15.0}, {""Team"": ""ABT"", ""Bid"": 16.0}, {""Team"": ""MB"", ""Bid"": 17.0}, {""Team"": ""ABT"", ""Bid"": 18.0}, {""Team"": ""CLC"", ""Bid"": 19.0}, {""Team"": ""ABT"", ""Bid"": 20.0}, {""Team"": ""RR"", ""Bid"": 21.0}, {""Team"": ""ABT"", ""Bid"": 22.0}, {""Team"": ""MB"", ""Bid"": 23.0}, {""Team"": ""PP"", ""Bid"": 24.0}, {""Team"": ""ABT"", ""Bid"": 25.0}, {""Team"": ""MB"", ""Bid"": 26.0}, {""Team"": ""PP"", ""Bid"": 27.0}, {""Team"": ""MB"", ""Bid"": 28.0}, {""Team"": ""CLC"", ""Bid"": 29.0}, {""Team"": ""MB"", ""Bid"": 30.0}]"
2026_RicoDowdle_RB,RicoDowdle_RB,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,KERFUFFLE,PP,23.0,Rico Dowdle,2252798.0,RB,PIT,24.0,"[{""Team"": ""MB"", ""Bid"": 1.0}, {""Team"": ""PP"", ""Bid"": 2.0}, {""Team"": ""PSL"", ""Bid"": 3.0}, {""Team"": ""PP"", ""Bid"": 4.0}, {""Team"": ""PSL"", ""Bid"": 5.0}, {""Team"": ""CLC"", ""Bid"": 6.0}, {""Team"": ""PSL"", ""Bid"": 7.0}, {""Team"": ""SBS"", ""Bid"": 8.0}, {""Team"": ""PSL"", ""Bid"": 9.0}, {""Team"": ""PP"", ""Bid"": 10.0}, {""Team"": ""ABT"", ""Bid"": 11.0}, {""Team"": ""PSL"", ""Bid"": 12.0}, {""Team"": ""ABT"", ""Bid"": 13.0}, {""Team"": ""SBS"", ""Bid"": 14.0}, {""Team"": ""ABT"", ""Bid"": 15.0}, {""Team"": ""PP"", ""Bid"": 16.0}, {""Team"": ""ABT"", ""Bid"": 17.0}, {""Team"": ""PP"", ""Bid"": 18.0}, {""Team"": ""ABT"", ""Bid"": 19.0}, {""Team"": ""PP"", ""Bid"": 20.0}, {""Team"": ""ABT"", ""Bid"": 21.0}, {""Team"": ""PP"", ""Bid"": 22.0}, {""Team"": ""ABT"", ""Bid"": 23.0}, {""Team"": ""PP"", ""Bid"": 24.0}]"
2026_TonyPollard_RB,TonyPollard_RB,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,KERFUFFLE,RR,24.0,Tony Pollard,2184011.0,RB,TEN,30.0,"[{""Team"": ""CLC"", ""Bid"": 1.0}, {""Team"": ""ABT"", ""Bid"": 2.0}, {""Team"": ""MB"", ""Bid"": 3.0}, {""Team"": ""ABT"", ""Bid"": 4.0}, {""Team"": ""PSL"", ""Bid"": 10.0}, {""Team"": ""RR"", ""Bid"": 11.0}, {""Team"": ""PSL"", ""Bid"": 12.0}, {""Team"": ""ABT"", ""Bid"": 13.0}, {""Team"": ""RR"", ""Bid"": 14.0}, {""Team"": ""CLC"", ""Bid"": 15.0}, {""Team"": ""RR"", ""Bid"": 16.0}, {""Team"": ""ABT"", ""Bid"": 17.0}, {""Team"": ""RR"", ""Bid"": 18.0}, {""Team"": ""PCP"", ""Bid"": 19.0}, {""Team"": ""PSL"", ""Bid"": 20.0}, {""Team"": ""RR"", ""Bid"": 21.0}, {""Team"": ""ABT"", ""Bid"": 22.0}, {""Team"": ""PSL"", ""Bid"": 23.0}, {""Team"": ""RR"", ""Bid"": 24.0}, {""Team"": ""PSL"", ""Bid"": 25.0}, {""Team"": ""RR"", ""Bid"": 26.0}, {""Team"": ""ABT"", ""Bid"": 27.0}, {""Team"": ""RR"", ""Bid"": 28.0}, {""Team"": ""PSL"", ""Bid"": 29.0}, {""Team"": ""RR"", ""Bid"": 30.0}]"
2026_DallasGoedert_TE,DallasGoedert_TE,2026_KERFUFFLE_DDD,KERFUFFLE_DDD,2026.0,KERFUFFLE,DDD,25.0,Dallas Goedert,2132551.0,TE,PHI,13.0,"[{""Team"": ""DDD"", ""Bid"": 1.0}, {""Team"": ""PCP"", ""Bid"": 2.0}, {""Team"": ""PSL"", ""Bid"": 3.0}, {""Team"": ""MB"", ""Bid"": 4.0}, {""Team"": ""PCP"", ""Bid"": 5.0}, {""Team"": ""MB"", ""Bid"": 6.0}, {""Team"": ""SBS"", ""Bid"": 7.0}, {""Team"": ""MB"", ""Bid"": 8.0}, {""Team"": ""PSL"", ""Bid"": 9.0}, {""Team"": ""MB"", ""Bid"": 10.0}, {""Team"": ""DDD"", ""Bid"": 11.0}, {""Team"": ""MB"", ""Bid"": 12.0}, {""Team"": ""DDD"", ""Bid"": 13.0}]"
2026_AaronRodgers_QB,AaronRodgers_QB,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,KERFUFFLE,ABT,26.0,Aaron Rodgers,419780.0,QB,PIT,10.0,"[{""Team"": ""PP"", ""Bid"": 1.0}, {""Team"": ""ABT"", ""Bid"": 2.0}, {""Team"": ""PCP"", ""Bid"": 3.0}, {""Team"": ""ABT"", ""Bid"": 4.0}, {""Team"": ""DDD"", ""Bid"": 5.0}, {""Team"": ""ABT"", ""Bid"": 6.0}, {""Team"": ""PCP"", ""Bid"": 7.0}, {""Team"": ""ABT"", ""Bid"": 8.0}, {""Team"": ""DDD"", ""Bid"": 9.0}, {""Team"": ""ABT"", ""Bid"": 10.0}]"
2026_JacobyBrissett_QB,JacobyBrissett_QB,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,KERFUFFLE,PP,27.0,Jacoby Brissett,1877247.0,QB,ARI,15.0,"[{""Team"": ""LC"", ""Bid"": 1.0}, {""Team"": ""CLC"", ""Bid"": 2.0}, {""Team"": ""PCP"", ""Bid"": 3.0}, {""Team"": ""MB"", ""Bid"": 4.0}, {""Team"": ""CPC"", ""Bid"": 5.0}, {""Team"": ""DDD"", ""Bid"": 6.0}, {""Team"": ""PCP"", ""Bid"": 7.0}, {""Team"": ""CPC"", ""Bid"": 8.0}, {""Team"": ""DDD"", ""Bid"": 9.0}, {""Team"": ""PCP"", ""Bid"": 10.0}, {""Team"": ""DDD"", ""Bid"": 11.0}, {""Team"": ""CPC"", ""Bid"": 12.0}, {""Team"": ""PP"", ""Bid"": 13.0}, {""Team"": ""CPC"", ""Bid"": 14.0}, {""Team"": ""PP"", ""Bid"": 15.0}]"
2026_RhamondreStevenson_RB,RhamondreStevenson_RB,2026_KERFUFFLE_PSL,KERFUFFLE_PSL,2026.0,KERFUFFLE,PSL,28.0,Rhamondre Stevenson,3125832.0,RB,NE,25.0,"[{""Team"": ""PSL"", ""Bid"": 1.0}, {""Team"": ""LC"", ""Bid"": 2.0}, {""Team"": ""PSL"", ""Bid"": 3.0}, {""Team"": ""LC"", ""Bid"": 4.0}, {""Team"": ""MB"", ""Bid"": 5.0}, {""Team"": ""LC"", ""Bid"": 6.0}, {""Team"": ""LBC"", ""Bid"": 7.0}, {""Team"": ""LC"", ""Bid"": 8.0}, {""Team"": ""PSL"", ""Bid"": 9.0}, {""Team"": ""LC"", ""Bid"": 10.0}, {""Team"": ""LBC"", ""Bid"": 11.0}, {""Team"": ""LC"", ""Bid"": 12.0}, {""Team"": ""PSL"", ""Bid"": 13.0}, {""Team"": ""LC"", ""Bid"": 14.0}, {""Team"": ""LBC"", ""Bid"": 15.0}, {""Team"": ""LC"", ""Bid"": 16.0}, {""Team"": ""PSL"", ""Bid"": 17.0}, {""Team"": ""LC"", ""Bid"": 18.0}, {""Team"": ""PSL"", ""Bid"": 19.0}, {""Team"": ""LC"", ""Bid"": 20.0}, {""Team"": ""PSL"", ""Bid"": 21.0}, {""Team"": ""LC"", ""Bid"": 22.0}, {""Team"": ""PSL"", ""Bid"": 23.0}, {""Team"": ""LC"", ""Bid"": 24.0}, {""Team"": ""PSL"", ""Bid"": 25.0}]"
2026_DeshaunWatson_QB,DeshaunWatson_QB,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,KERFUFFLE,PCP,29.0,Deshaun Watson,2133482.0,QB,CLE,6.0,"[{""Team"": ""CPC"", ""Bid"": 1.0}, {""Team"": ""PCP"", ""Bid"": 2.0}, {""Team"": ""CLC"", ""Bid"": 3.0}, {""Team"": ""PCP"", ""Bid"": 4.0}, {""Team"": ""CPC"", ""Bid"": 5.0}, {""Team"": ""PCP"", ""Bid"": 6.0}]"
2026_JonathonBrooks_RB,JonathonBrooks_RB,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,KERFUFFLE,LBC,30.0,Jonathon Brooks,26730706.0,RB,CAR,25.0,"[{""Team"": ""RR"", ""Bid"": 1.0}, {""Team"": ""PSL"", ""Bid"": 2.0}, {""Team"": ""LBC"", ""Bid"": 3.0}, {""Team"": ""PSL"", ""Bid"": 4.0}, {""Team"": ""LBC"", ""Bid"": 5.0}, {""Team"": ""MB"", ""Bid"": 6.0}, {""Team"": ""LBC"", ""Bid"": 7.0}, {""Team"": ""MB"", ""Bid"": 8.0}, {""Team"": ""SBS"", ""Bid"": 9.0}, {""Team"": ""LBC"", ""Bid"": 10.0}, {""Team"": ""RR"", ""Bid"": 11.0}, {""Team"": ""LBC"", ""Bid"": 12.0}, {""Team"": ""PSL"", ""Bid"": 13.0}, {""Team"": ""RR"", ""Bid"": 14.0}, {""Team"": ""PSL"", ""Bid"": 15.0}, {""Team"": ""LBC"", ""Bid"": 16.0}, {""Team"": ""CPC"", ""Bid"": 17.0}, {""Team"": ""RR"", ""Bid"": 18.0}, {""Team"": ""LBC"", ""Bid"": 19.0}, {""Team"": ""RR"", ""Bid"": 20.0}, {""Team"": ""LBC"", ""Bid"": 21.0}, {""Team"": ""RR"", ""Bid"": 22.0}, {""Team"": ""LBC"", ""Bid"": 23.0}, {""Team"": ""RR"", ""Bid"": 24.0}, {""Team"": ""LBC"", ""Bid"": 25.0}]"
2026_AaronJones_RB,AaronJones_RB,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,KERFUFFLE,CLC,31.0,Aaron Jones,2071937.0,RB,MIN,16.0,"[{""Team"": ""PCP"", ""Bid"": 1.0}, {""Team"": ""CLC"", ""Bid"": 2.0}, {""Team"": ""MB"", ""Bid"": 3.0}, {""Team"": ""RR"", ""Bid"": 4.0}, {""Team"": ""CLC"", ""Bid"": 5.0}, {""Team"": ""LC"", ""Bid"": 6.0}, {""Team"": ""RR"", ""Bid"": 7.0}, {""Team"": ""CLC"", ""Bid"": 8.0}, {""Team"": ""RR"", ""Bid"": 9.0}, {""Team"": ""CLC"", ""Bid"": 10.0}, {""Team"": ""RR"", ""Bid"": 11.0}, {""Team"": ""CLC"", ""Bid"": 12.0}, {""Team"": ""RR"", ""Bid"": 13.0}, {""Team"": ""CLC"", ""Bid"": 14.0}, {""Team"": ""RR"", ""Bid"": 15.0}, {""Team"": ""CLC"", ""Bid"": 16.0}]"
2026_ChubaHubbard_RB,ChubaHubbard_RB,2026_KERFUFFLE_CPC,KERFUFFLE_CPC,2026.0,KERFUFFLE,CPC,32.0,Chuba Hubbard,2865693.0,RB,CAR,20.0,"[{""Team"": ""SBS"", ""Bid"": 1.0}, {""Team"": ""PCP"", ""Bid"": 2.0}, {""Team"": ""RR"", ""Bid"": 3.0}, {""Team"": ""MB"", ""Bid"": 4.0}, {""Team"": ""RR"", ""Bid"": 5.0}, {""Team"": ""MB"", ""Bid"": 6.0}, {""Team"": ""RR"", ""Bid"": 7.0}, {""Team"": ""LC"", ""Bid"": 10.0}, {""Team"": ""RR"", ""Bid"": 11.0}, {""Team"": ""LC"", ""Bid"": 12.0}, {""Team"": ""RR"", ""Bid"": 13.0}, {""Team"": ""CPC"", ""Bid"": 14.0}, {""Team"": ""RR"", ""Bid"": 15.0}, {""Team"": ""CPC"", ""Bid"": 16.0}, {""Team"": ""RR"", ""Bid"": 17.0}, {""Team"": ""CPC"", ""Bid"": 18.0}, {""Team"": ""RR"", ""Bid"": 19.0}, {""Team"": ""CPC"", ""Bid"": 20.0}]"
