League,Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,2025,3yr Avg,Proj
KERFUFFLE,WR,MB,Jalen Coker,CAR,CHI,Sun  1:00pm ET,5,47.5,43,31,44%,4%,8,2,79.40,74.06,107.28
KERFUFFLE,WR,MB,Stefon Diggs,WAS,@PHI,Sun  4:25pm ET,7,45.5,41,8,81%,23%,5,2,176.30,168.94,102.23
KERFUFFLE,TE,MB,Cade Otton,TB,@CIN,Sun  1:00pm ET,10,50.5,30,32,30%,6%,1,2,88.20,94.80,93.82
KERFUFFLE,WR,MB,Skyler Bell,BUF,@HOU,Sun  1:00pm ET,7,44.5,---,7,4%,1%,5,3,0.00,0.00,23.03
KERFUFFLE,WR,MB,Carnell Tate,TEN,NYJ,Sun  1:00pm ET,9,39,37,19,57%,16%,30,3,0.00,0.00,99.93
KERFUFFLE,WR,MB,Tre Harris,LAC,ARI,Sun  4:25pm ET,7,47.5,---,17,8%,1%,5,2,57.40,59.60,36.54
KERFUFFLE,QB,PSL,Trevor Lawrence,JAC,CLE,Sun  1:00pm ET,7,40.5,9,4,94%,66%,65,2,378.18,264.16,310.91
KERFUFFLE,RB,PSL,Rhamondre Stevenson,NE,@SEA,Wed  8:20pm ET,11,44.5,25,4,91%,36%,25,1,186.80,171.80,142.37
KERFUFFLE,RB,PSL,Bhayshul Tuten,JAC,CLE,Sun  1:00pm ET,7,40.5,24,14,82%,47%,5,2,104.90,102.40,184.60
KERFUFFLE,WR,PSL,Justin Jefferson,MIN,GB,Sun  4:25pm ET,6,45.5,6,21,96%,89%,78,0,164.50,211.60,165.29
KERFUFFLE,WR,PSL,Tetairoa McMillan,CAR,CHI,Sun  1:00pm ET,5,47.5,17,31,95%,78%,30,2,196.40,195.30,161.84
KERFUFFLE,TE,PSL,Harold Fannin,CLE,@JAC,Sun  1:00pm ET,11,40.5,8,23,90%,70%,3,2,148.40,149.30,148.27
KERFUFFLE,RB,PSL,Jordan Mason,MIN,GB,Sun  4:25pm ET,6,45.5,34,18,83%,16%,16,0,160.90,117.20,138.01
KERFUFFLE,RB,PSL,David Montgomery,HOU,BUF,Sun  1:00pm ET,8,44.5,21,25,94%,62%,43,0,194.92,234.70,170.71
KERFUFFLE,QB,PSL,Patrick Mahomes,KC,DEN,Mon  8:15pm ET,5,43,15,13,84%,35%,80,1,312.68,302.58,302.24
KERFUFFLE,DST,PSL,Eagles,PHI,WAS,Sun  4:25pm ET,10,45.5,5,20,93%,80%,3,0,145.00,122.00,150.20
KERFUFFLE,RB,PSL,Blake Corum,LAR,SF,Thu  8:35pm ET,11,48.5,35,22,80%,12%,5,1,161.20,103.00,127.80
KERFUFFLE,WR,PSL,Caleb Douglas,MIA,@LV,Sun  4:25pm ET,6,40.5,---,20,16%,1%,3,3,0.00,0.00,61.88
KERFUFFLE,WR,PSL,Jayden Reed,GB,@MIN,Sun  4:25pm ET,11,45.5,45,1,67%,11%,15,2,38.50,130.00,113.56
KERFUFFLE,TE,PSL,Marlin Klein,HOU,BUF,Sun  1:00pm ET,8,44.5,---,2,2%,1%,5,3,0.00,0.00,44.07
KERFUFFLE,TE,PSL,Tucker Kraft,GB,@MIN,Sun  4:25pm ET,11,45.5,6,4,73%,49%,24,0,107.20,104.50,141.80
KERFUFFLE,WR,PSL,Chris Godwin,TB,@CIN,Sun  1:00pm ET,10,50.5,33,9,82%,30%,15,0,71.00,118.60,122.78
KERFUFFLE,WR,PSL,Khalil Shakir,BUF,@HOU,Sun  1:00pm ET,7,44.5,58,7,54%,11%,14,2,123.70,121.70,90.03
KERFUFFLE,WR,PSL,Brian Thomas,JAC,CLE,Sun  1:00pm ET,7,40.5,31,5,87%,34%,10,1,125.80,187.40,139.99
KERFUFFLE,WR,PSL,Jordyn Tyson,NO,@DET,Sun  1:00pm ET,8,50.5,56,30,34%,1%,35,3,0.00,0.00,73.48
KERFUFFLE,QB,PCP,Daniel Jones,IND,BAL,Sun  1:00pm ET,13,47.5,22,21,50%,7%,1,2,245.54,155.72,277.87
KERFUFFLE,RB,PCP,Ashton Jeanty,LV,MIA,Sun  4:25pm ET,13,40.5,12,24,98%,88%,50,2,247.10,245.90,191.74
KERFUFFLE,RB,PCP,Kenneth Walker,KC,DEN,Mon  8:15pm ET,5,43,9,3,98%,84%,66,1,219.00,208.40,200.71
KERFUFFLE,WR,PCP,AJ Brown,NE,@SEA,Wed  8:20pm ET,11,44.5,10,4,96%,91%,79,1,189.30,212.10,186.87
KERFUFFLE,WR,PCP,CeeDee Lamb,DAL,@NYG,Sun  8:20pm ET,14,48.5,5,23,96%,93%,126,2,168.90,248.80,173.09
KERFUFFLE,TE,PCP,Mark Andrews,BAL,@IND,Sun  1:00pm ET,13,47.5,14,25,82%,37%,11,2,114.00,131.30,129.49
KERFUFFLE,WR,PCP,Romeo Doubs,NE,@SEA,Wed  8:20pm ET,11,44.5,53,4,68%,13%,4,1,151.40,141.10,116.08
KERFUFFLE,WR,PCP,Garrett Wilson,NYJ,@TEN,Sun  1:00pm ET,13,39,20,29,84%,55%,34,2,81.50,155.10,150.78
KERFUFFLE,QB,PCP,Fernando Mendoza,LV,MIA,Sun  4:25pm ET,13,40.5,31,23,20%,1%,45,3,0.00,0.00,172.08
KERFUFFLE,DST,PCP,Ravens,BAL,@IND,Sun  1:00pm ET,13,47.5,11,9,69%,49%,7,2,111.00,135.00,144.30
KERFUFFLE,QB,PCP,Shedeur Sanders,CLE,@JAC,Sun  1:00pm ET,11,40.5,32,19,14%,3%,3,2,92.00,85.58,41.25
KERFUFFLE,QB,PCP,Deshaun Watson,CLE,@JAC,Sun  1:00pm ET,11,40.5,---,19,7%,1%,6,3,0.00,56.42,180.08
KERFUFFLE,RB,PCP,Tank Bigsby,PHI,WAS,Sun  4:25pm ET,10,45.5,49,29,39%,2%,4,2,69.90,91.10,98.00
KERFUFFLE,WR,PCP,Rashod Bateman,BAL,@IND,Sun  1:00pm ET,13,47.5,---,27,16%,1%,1,2,48.40,91.00,106.04
KERFUFFLE,WR,PCP,Chris Bell,MIA,@LV,Sun  4:25pm ET,6,40.5,---,20,13%,1%,5,3,0.00,0.00,83.21
KERFUFFLE,WR,PCP,Chris Brazzell,CAR,CHI,Sun  1:00pm ET,5,47.5,---,31,2%,1%,3,3,0.00,0.00,0.00
KERFUFFLE,TE,PCP,Kenyon Sadiq,NYJ,@TEN,Sun  1:00pm ET,13,39,25,21,27%,3%,10,3,0.00,0.00,86.87
KERFUFFLE,RB,PCP,Braelon Allen,NYJ,@TEN,Sun  1:00pm ET,13,39,55,13,33%,1%,3,1,18.30,50.70,101.02
KERFUFFLE,QB,PCP,Tua Tagovailoa,ATL,@PIT,Sun  1:00pm ET,11,42.5,30,24,16%,2%,41,1,161.80,205.38,147.04
KERFUFFLE,QB,PP,Josh Allen,BUF,@HOU,Sun  1:00pm ET,7,44.5,1,2,100%,95%,154,2,410.62,432.42,353.96
KERFUFFLE,RB,PP,Omarion Hampton,LAC,ARI,Sun  4:25pm ET,7,47.5,10,30,99%,85%,35,2,141.70,134.30,187.36
KERFUFFLE,RB,PP,Josh Jacobs,GB,@MIN,Sun  4:25pm ET,11,45.5,45,15,93%,56%,50,1,264.10,265.20,125.42
KERFUFFLE,WR,PP,Rashee Rice,KC,DEN,Mon  8:15pm ET,5,43,12,2,96%,74%,6,2,127.10,116.10,199.49
KERFUFFLE,WR,PP,Courtland Sutton,DEN,@KC,Mon  8:15pm ET,10,43,34,6,90%,52%,3,2,197.70,193.12,132.31
KERFUFFLE,TE,PP,Isaiah Likely,NYG,DAL,Sun  8:20pm ET,8,48.5,9,13,69%,40%,7,1,45.70,77.40,126.61
KERFUFFLE,WR,PP,Jordan Addison,MIN,GB,Sun  4:25pm ET,6,45.5,36,21,80%,19%,5,2,121.10,165.70,123.19
KERFUFFLE,RB,PP,Rico Dowdle,PIT,ATL,Sun  1:00pm ET,9,42.5,29,16,93%,44%,24,2,242.50,184.60,153.14
KERFUFFLE,QB,PP,Justin Herbert,LAC,ARI,Sun  4:25pm ET,7,47.5,8,17,93%,59%,72,1,320.88,286.38,296.11
KERFUFFLE,DST,PP,Cowboys,DAL,@NYG,Sun  8:20pm ET,14,48.5,14,21,40%,24%,2,1,63.00,115.00,94.30
KERFUFFLE,QB,PP,Jacoby Brissett,ARI,@LAC,Sun  4:25pm ET,14,47.5,24,3,39%,15%,15,2,243.64,95.66,246.80
KERFUFFLE,TE,PP,Travis Kelce,KC,DEN,Mon  8:15pm ET,5,43,12,18,88%,50%,24,1,162.20,160.30,119.37
KERFUFFLE,WR,PP,Denzel Boston,CLE,@JAC,Sun  1:00pm ET,11,40.5,57,15,32%,2%,5,3,0.00,0.00,101.62
KERFUFFLE,WR,PP,Calvin Ridley,TEN,NYJ,Sun  1:00pm ET,9,39,---,19,24%,2%,4,2,43.30,137.80,111.68
KERFUFFLE,RB,PP,Jaydon Blue,DAL,@NYG,Sun  8:20pm ET,14,48.5,---,28,15%,2%,3,2,26.40,22.50,0.00
KERFUFFLE,WR,PP,Makai Lemon,PHI,WAS,Sun  4:25pm ET,10,45.5,51,28,48%,3%,25,3,0.00,0.00,96.53
KERFUFFLE,RB,PP,MarShawn Lloyd,GB,@MIN,Sun  4:25pm ET,11,45.5,26,15,53%,10%,15,1,0.00,0.00,147.62
KERFUFFLE,QB,PP,JJ McCarthy,MIN,GB,Sun  4:25pm ET,6,45.5,---,10,14%,2%,35,1,137.38,131.12,13.05
KERFUFFLE,QB,PP,Jalen Milroe,SEA,NE,Wed  8:20pm ET,11,44.5,---,5,3%,1%,5,2,-1.60,-2.00,12.48
KERFUFFLE,WR,PP,Jayden Higgins,HOU,BUF,Sun  1:00pm ET,8,44.5,---,13,27%,10%,5,2,116.50,115.00,0.00
KERFUFFLE,RB,PP,Kaytron Allen,WAS,@PHI,Sun  4:25pm ET,7,45.5,---,26,9%,1%,3,3,0.00,0.00,27.31
KERFUFFLE,QB,RR,Joe Burrow,CIN,TB,Sun  1:00pm ET,6,50.5,4,29,97%,86%,88,3,139.46,224.02,298.32
KERFUFFLE,RB,RR,Breece Hall,NYJ,@TEN,Sun  1:00pm ET,13,39,16,13,96%,74%,66,1,241.66,259.92,180.06
KERFUFFLE,RB,RR,Christian McCaffrey,SF,@LAR,Thu  8:35pm ET,8,48.5,5,10,99%,96%,102,1,433.60,303.40,244.45
KERFUFFLE,WR,RR,Davante Adams,LAR,SF,Thu  8:35pm ET,11,48.5,25,16,92%,61%,16,1,213.90,211.10,145.30
KERFUFFLE,WR,RR,George Pickens,DAL,@NYG,Sun  8:20pm ET,14,48.5,9,23,98%,95%,23,1,271.90,205.50,198.00
KERFUFFLE,TE,RR,Tyler Warren,IND,BAL,Sun  1:00pm ET,13,47.5,5,8,97%,75%,5,2,157.50,159.90,135.57
KERFUFFLE,RB,RR,De'Von Achane,MIA,@LV,Sun  4:25pm ET,6,40.5,7,21,99%,96%,100,2,334.80,268.70,242.78
KERFUFFLE,RB,RR,Jaylen Warren,PIT,ATL,Sun  1:00pm ET,9,42.5,32,16,92%,48%,24,3,242.30,190.20,153.95
KERFUFFLE,QB,RR,Baker Mayfield,TB,@CIN,Sun  1:00pm ET,10,50.5,21,27,83%,34%,9,1,298.92,329.12,289.73
KERFUFFLE,DST,RR,Patriots,NE,@SEA,Wed  8:20pm ET,11,44.5,8,5,85%,64%,1,1,150.00,115.00,129.60
KERFUFFLE,QB,RR,Michael Penix,ATL,@PIT,Sun  1:00pm ET,11,42.5,---,24,11%,1%,5,1,125.48,77.86,85.29
KERFUFFLE,QB,RR,Tyler Shough,NO,@DET,Sun  1:00pm ET,8,50.5,19,22,56%,14%,3,2,169.26,161.88,276.82
KERFUFFLE,RB,RR,Jordan James,SF,@LAR,Thu  8:35pm ET,8,48.5,---,10,19%,1%,1,2,0.00,0.00,97.44
KERFUFFLE,RB,RR,Tony Pollard,TEN,NYJ,Sun  1:00pm ET,9,39,27,32,89%,40%,30,3,211.80,220.20,149.01
KERFUFFLE,WR,RR,Zachariah Branch,ATL,@PIT,Sun  1:00pm ET,11,42.5,---,26,7%,1%,5,3,0.00,0.00,55.56
KERFUFFLE,WR,RR,Jalen McMillan,TB,@CIN,Sun  1:00pm ET,10,50.5,---,9,14%,1%,3,1,25.90,70.70,89.63
KERFUFFLE,TE,RR,Kyle Pitts,ATL,@PIT,Sun  1:00pm ET,11,42.5,7,26,93%,73%,2,1,173.80,133.10,117.77
KERFUFFLE,RB,RR,Woody Marks,HOU,BUF,Sun  1:00pm ET,8,44.5,43,25,75%,15%,3,2,173.60,171.60,107.18
KERFUFFLE,WR,RR,Michael Wilson,ARI,@LAC,Sun  4:25pm ET,14,47.5,39,3,84%,36%,2,1,193.60,138.00,122.78
KERFUFFLE,WR,RR,Bryce Lance,NO,@DET,Sun  1:00pm ET,8,50.5,---,30,3%,1%,3,3,0.00,0.00,87.09
KERFUFFLE,QB,SBS,Jayden Daniels,WAS,@PHI,Sun  4:25pm ET,7,45.5,5,11,85%,54%,40,1,128.28,260.82,315.88
KERFUFFLE,RB,SBS,TreVeyon Henderson,NE,@SEA,Wed  8:20pm ET,11,44.5,31,4,94%,46%,20,2,223.20,222.20,153.12
KERFUFFLE,RB,SBS,Jonathan Taylor,IND,BAL,Sun  1:00pm ET,13,47.5,3,17,100%,99%,116,1,415.30,293.40,288.47
KERFUFFLE,WR,SBS,Terry McLaurin,WAS,@PHI,Sun  4:25pm ET,7,45.5,24,8,91%,66%,51,1,109.20,177.00,155.39
KERFUFFLE,WR,SBS,Christian Watson,GB,@MIN,Sun  4:25pm ET,11,45.5,27,1,89%,45%,17,2,125.40,100.70,147.66
KERFUFFLE,TE,SBS,Juwan Johnson,NO,@DET,Sun  1:00pm ET,8,50.5,15,19,65%,25%,6,2,143.90,105.20,106.81
KERFUFFLE,WR,SBS,Alec Pierce,IND,BAL,Sun  1:00pm ET,13,47.5,40,25,83%,29%,1,1,177.30,138.80,159.66
KERFUFFLE,RB,SBS,Rachaad White,WAS,@PHI,Sun  4:25pm ET,7,45.5,41,26,72%,7%,10,2,150.00,202.80,125.03
KERFUFFLE,QB,SBS,Lamar Jackson,BAL,@IND,Sun  1:00pm ET,13,47.5,2,20,97%,80%,201,2,238.86,365.78,314.45
KERFUFFLE,DST,SBS,Falcons,ATL,@PIT,Sun  1:00pm ET,11,42.5,22,12,34%,21%,1,2,132.00,107.00,148.20
KERFUFFLE,RB,SBS,Emmett Johnson,KC,DEN,Mon  8:15pm ET,5,43,51,3,21%,1%,3,3,0.00,0.00,22.41
KERFUFFLE,WR,SBS,Germie Bernard,PIT,ATL,Sun  1:00pm ET,9,42.5,---,22,7%,1%,5,3,0.00,0.00,70.38
KERFUFFLE,WR,SBS,Kayshon Boutte,HOU,BUF,Sun  1:00pm ET,8,44.5,60,13,37%,4%,1,2,118.10,71.50,93.97
KERFUFFLE,WR,SBS,Omar Cooper,NYJ,@TEN,Sun  1:00pm ET,13,39,---,29,11%,1%,15,3,0.00,0.00,76.41
KERFUFFLE,WR,SBS,Jauan Jennings,MIN,GB,Sun  4:25pm ET,6,45.5,---,21,44%,18%,1,2,154.30,122.00,103.11
KERFUFFLE,WR,SBS,Wan'Dale Robinson,TEN,NYJ,Sun  1:00pm ET,9,39,54,19,77%,25%,1,1,165.90,133.80,105.63
KERFUFFLE,TE,SBS,Colby Parkinson,LAR,SF,Thu  8:35pm ET,11,48.5,---,22,21%,10%,1,1,111.40,71.40,76.67
KERFUFFLE,RB,SBS,Kyle Monangai,CHI,@CAR,Sun  1:00pm ET,10,47.5,36,23,84%,14%,1,1,175.70,174.50,133.41
KERFUFFLE,WR,SBS,Jaylin Noel,HOU,BUF,Sun  1:00pm ET,8,44.5,---,13,6%,1%,3,2,55.90,57.20,71.61
