League,Season,TRUFFLE,Pos,Player,NFL,Salary,Contract,Ring,BenchCup
TRUFFLE,2022,MCM,TE,Chigoziem Okonkwo,TEN,1,2,0,1
TRUFFLE,2022,MCM,RB,Cordarrelle Patterson,ATL,15,1,0,1
TRUFFLE,2022,MCM,WR,Marvin Jones,JAC,3,2,0,1
TRUFFLE,2022,MCM,DST,Ravens,BAL,3,2,0,1
TRUFFLE,2022,MCM,QB,Andy Dalton,NO,2,2,0,1
TRUFFLE,2022,MCM,QB,Justin Herbert,LAC,30,1,0,1
TRUFFLE,2022,MCM,QB,Dak Prescott,DAL,66,2,0,1
TRUFFLE,2022,MCM,RB,Austin Ekeler,LAC,55,1,0,1
TRUFFLE,2022,MCM,RB,Travis Etienne,JAC,10,2,0,1
TRUFFLE,2022,MCM,RB,Latavius Murray,DEN,10,2,0,1
TRUFFLE,2022,MCM,WR,Davante Adams,LV,69,1,0,1
TRUFFLE,2022,MCM,WR,Stefon Diggs,BUF,86,1,0,1
TRUFFLE,2022,MCM,TE,Taysom Hill,NO,1,2,0,1
TRUFFLE,2022,MWM,QB,Jacoby Brissett,CLE,2,2,0,0
TRUFFLE,2022,MWM,RB,Clyde Edwards-Helaire,KC,40,1,0,0
TRUFFLE,2022,MWM,RB,Dontrell Hilliard,TEN,1,2,0,0
TRUFFLE,2022,MWM,WR,Tyler Boyd,CIN,33,1,0,0
TRUFFLE,2022,MWM,WR,Corey Davis,NYJ,35,2,0,0
TRUFFLE,2022,MWM,WR,Van Jefferson,LAR,3,1,0,0
TRUFFLE,2022,MWM,TE,Foster Moreau,LV,1,2,0,0
TRUFFLE,2022,MWM,RB,Khalil Herbert,CHI,1,1,0,0
TRUFFLE,2022,MWM,QB,Jimmy Garoppolo,SF,1,2,0,0
TRUFFLE,2022,MWM,DST,Jets,NYJ,1,2,0,0
TRUFFLE,2022,MWM,RB,AJ Dillon,GB,5,1,0,0
TRUFFLE,2022,MWM,RB,Gus Edwards,BAL,1,2,0,0
TRUFFLE,2022,MWM,RB,Devin Singletary,BUF,15,2,0,0
TRUFFLE,2022,MWM,WR,Jerry Jeudy,DEN,25,1,0,0
TRUFFLE,2022,MWM,WR,DK Metcalf,SEA,52,1,0,0
TRUFFLE,2022,MWM,WR,Adam Thielen,MIN,59,1,0,0
TRUFFLE,2022,MWM,RB,Aaron Jones,GB,96,1,0,0
TRUFFLE,2022,MWM,QB,Tom Brady,TB,84,1,0,0
TRUFFLE,2022,MWM,QB,Mac Jones,NE,15,2,0,0
TRUFFLE,2022,NN,QB,Kyle Trask,TB,1,2,0,0
TRUFFLE,2022,NN,RB,Darrell Henderson,JAC,9,3,0,0
TRUFFLE,2022,NN,RB,Alexander Mattison,MIN,5,2,0,0
TRUFFLE,2022,NN,WR,Josh Palmer,LAC,1,2,0,0
TRUFFLE,2022,NN,WR,Tyquan Thornton,NE,3,3,0,0
TRUFFLE,2022,NN,WR,Marquez Valdes-Scantling,KC,1,3,0,0
TRUFFLE,2022,NN,TE,Pat Freiermuth,PIT,3,2,0,0
TRUFFLE,2022,NN,RB,Chuba Hubbard,CAR,2,2,0,0
TRUFFLE,2022,NN,RB,Jaylen Warren,PIT,3,2,0,0
TRUFFLE,2022,NN,DST,Bills,BUF,3,2,0,0
TRUFFLE,2022,NN,QB,Trevor Lawrence,JAC,50,2,0,0
TRUFFLE,2022,NN,QB,Deshaun Watson,CLE,62,2,0,0
TRUFFLE,2022,NN,RB,Tyler Allgeier,ATL,5,3,0,0
TRUFFLE,2022,NN,RB,Ezekiel Elliott,DAL,106,2,0,0
TRUFFLE,2022,NN,RB,Josh Jacobs,LV,59,2,0,0
TRUFFLE,2022,NN,WR,Treylon Burks,TEN,20,3,0,0
TRUFFLE,2022,NN,WR,Amari Cooper,CLE,49,1,0,0
TRUFFLE,2022,NN,WR,Justin Jefferson,MIN,5,1,0,0
TRUFFLE,2022,NN,WR,Christian Kirk,JAC,2,1,0,0
TRUFFLE,2022,NN,QB,Kyler Murray,ARI,83,1,0,0
TRUFFLE,2022,VD,QB,Sam Darnold,CAR,15,2,0,0
TRUFFLE,2022,VD,RB,Leonard Fournette,TB,94,2,0,0
TRUFFLE,2022,VD,RB,Jerick McKinnon,KC,20,2,0,0
TRUFFLE,2022,VD,WR,Brandon Aiyuk,SF,39,3,0,0
TRUFFLE,2022,VD,WR,Jahan Dotson,WAS,5,3,0,0
TRUFFLE,2022,VD,WR,Allen Lazard,GB,64,2,0,0
TRUFFLE,2022,VD,TE,Evan Engram,JAC,2,2,0,0
TRUFFLE,2022,VD,WR,Jakobi Meyers,NE,3,3,0,0
TRUFFLE,2022,VD,WR,Rashid Shaheed,NO,2,2,0,0
TRUFFLE,2022,VD,DST,Cowboys,DAL,2,2,0,0
TRUFFLE,2022,VD,QB,Sam Howell,WAS,3,3,0,0
TRUFFLE,2022,VD,WR,Terrace Marshall,CAR,5,2,0,0
TRUFFLE,2022,VD,WR,Skyy Moore,KC,10,3,0,0
TRUFFLE,2022,VD,RB,Damien Harris,NE,65,2,0,0
TRUFFLE,2022,VD,RB,Tony Pollard,DAL,31,3,0,0
TRUFFLE,2022,VD,QB,Jordan Love,GB,7,2,0,0
TRUFFLE,2022,VD,RB,Kyren Williams,LAR,15,2,0,0
TRUFFLE,2022,VD,QB,Zach Wilson,NYJ,20,2,0,0
TRUFFLE,2022,VD,DST,Steelers,PIT,2,2,0,0
TRUFFLE,2022,VD,TE,Kyle Pitts,ATL,35,2,0,0
TRUFFLE,2022,WLW,QB,Tyler Huntley,BAL,40,2,0,0
TRUFFLE,2022,WLW,RB,Dalvin Cook,MIN,120,1,0,0
TRUFFLE,2022,WLW,RB,Najee Harris,PIT,25,2,0,0
TRUFFLE,2022,WLW,WR,Tee Higgins,CIN,5,1,0,0
TRUFFLE,2022,WLW,WR,CeeDee Lamb,DAL,20,1,0,0
TRUFFLE,2022,WLW,WR,DJ Moore,CAR,46,1,0,0
TRUFFLE,2022,WLW,TE,David Njoku,CLE,2,2,0,0
TRUFFLE,2022,WLW,RB,Cam Akers,LAR,25,2,0,0
TRUFFLE,2022,WLW,QB,Teddy Bridgewater,MIA,25,2,0,0
TRUFFLE,2022,WLW,DST,Giants,NYG,1,2,0,0
TRUFFLE,2022,WLW,QB,Lamar Jackson,BAL,83,2,0,0
TRUFFLE,2022,WLW,QB,Malik Willis,TEN,5,3,0,0
TRUFFLE,2022,WLW,RB,James Robinson,NYJ,25,2,0,0
TRUFFLE,2022,WLW,RB,Isaiah Spiller,LAC,10,3,0,0
TRUFFLE,2022,WLW,WR,Isaiah McKenzie,BUF,1,2,0,0
TRUFFLE,2022,WLW,WR,Darnell Mooney,CHI,1,2,0,0
TRUFFLE,2022,WLW,WR,Alec Pierce,IND,3,3,0,0
TRUFFLE,2022,WLW,WR,Khalil Shakir,BUF,3,3,0,0
TRUFFLE,2022,WLW,TE,Juwan Johnson,NO,2,2,0,0
TRUFFLE,2022,WLW,WR,Rashod Bateman,BAL,5,2,0,0
TRUFFLE,2022,WLW,WR,Michael Thomas,NO,52,2,0,0
TRUFFLE,2023,AFL,QB,Kyler Murray,ARI,92,3,0,0
TRUFFLE,2023,AFL,RB,Dameon Pierce,HOU,5,2,0,0
TRUFFLE,2023,AFL,RB,D'Andre Swift,PHI,60,2,0,0
TRUFFLE,2023,AFL,WR,Tee Higgins,CIN,40,2,0,0
TRUFFLE,2023,AFL,WR,Drake London,ATL,35,2,0,0
TRUFFLE,2023,AFL,WR,Kadarius Toney,KC,4,1,0,0
TRUFFLE,2023,AFL,TE,David Njoku,CLE,2,1,0,0
TRUFFLE,2023,AFL,RB,Miles Sanders,CAR,71,1,0,0
TRUFFLE,2023,AFL,WR,John Metchie,HOU,5,2,0,0
TRUFFLE,2023,AFL,DST,Jaguars,JAC,1,1,0,0
TRUFFLE,2023,AFL,QB,Davis Mills,HOU,1,2,0,0
TRUFFLE,2023,AFL,WR,AJ Brown,PHI,47,1,0,0
TRUFFLE,2023,AFL,WR,Curtis Samuel,WAS,1,2,0,0
TRUFFLE,2023,AFL,TE,Tyler Higbee,LAR,1,1,0,0
TRUFFLE,2023,AFL,WR,Zay Flowers,BAL,15,3,0,0
TRUFFLE,2023,AFL,QB,Joshua Dobbs,MIN,2,2,0,0
TRUFFLE,2023,AFL,RB,Jahmyr Gibbs,DET,45,3,0,0
TRUFFLE,2023,AFL,QB,Taylor Heinicke,ATL,16,1,0,0
TRUFFLE,2023,AFL,WR,Chris Olave,NO,45,2,0,0
TRUFFLE,2023,AFL,TE,Greg Dulcich,DEN,1,2,0,0
TRUFFLE,2023,CC,QB,Tommy DeVito,NYG,11,2,0,0
TRUFFLE,2023,CC,RB,James Cook,BUF,10,2,0,0
TRUFFLE,2023,CC,RB,Antonio Gibson,WAS,20,3,0,0
TRUFFLE,2023,CC,WR,Brandin Cooks,DAL,34,2,0,0
TRUFFLE,2023,CC,WR,George Pickens,PIT,5,2,0,0
TRUFFLE,2023,CC,WR,Amon-Ra St Brown,DET,5,1,0,0
TRUFFLE,2023,CC,TE,Trey McBride,ARI,2,2,0,0
TRUFFLE,2023,CC,TE,Darren Waller,NYG,30,1,0,0
TRUFFLE,2023,CC,RB,Kenneth Gainwell,PHI,3,1,0,0
TRUFFLE,2023,CC,DST,Lions,DET,1,2,0,0
TRUFFLE,2023,CC,RB,Roschon Johnson,CHI,5,3,0,0
TRUFFLE,2023,CC,WR,Michael Gallup,DAL,2,2,0,0
TRUFFLE,2023,CC,WR,Quentin Johnston,LAC,20,3,0,0
TRUFFLE,2023,CC,RB,Jaleel McLaughlin,DEN,19,2,0,0
TRUFFLE,2023,CC,TE,Luke Musgrave,GB,3,3,0,0
TRUFFLE,2023,CC,QB,Aaron Rodgers,NYJ,130,2,0,0
TRUFFLE,2023,CC,QB,Zach Wilson,NYJ,16,2,0,0
TRUFFLE,2023,CC,QB,Jameis Winston,NO,17,2,0,0
TRUFFLE,2023,CC,QB,Daniel Jones,NYG,65,3,0,0
TRUFFLE,2023,CC,RB,Nick Chubb,CLE,102,1,0,0
TRUFFLE,2023,CRB,QB,Jalen Hurts,PHI,100,1,0,0
TRUFFLE,2023,CRB,RB,De'Von Achane,MIA,10,3,0,0
TRUFFLE,2023,CRB,RB,Jonathan Taylor,IND,70,2,0,0
TRUFFLE,2023,CRB,WR,Davante Adams,LV,75,3,0,0
TRUFFLE,2023,CRB,WR,DeAndre Hopkins,TEN,42,1,0,0
TRUFFLE,2023,CRB,WR,DeVonta Smith,PHI,15,1,0,0
TRUFFLE,2023,CRB,TE,Dalton Schultz,HOU,2,1,0,0
TRUFFLE,2023,CRB,RB,Zamir White,LV,11,2,0,0
TRUFFLE,2023,CRB,QB,Derek Carr,NO,35,1,0,0
TRUFFLE,2023,CRB,DST,Texans,HOU,1,2,0,0
TRUFFLE,2023,CRB,WR,DJ Chark,CAR,3,2,0,0
TRUFFLE,2023,CRB,TE,TJ Hockenson,MIN,35,1,0,0
TRUFFLE,2023,CRB,WR,Romeo Doubs,GB,3,2,0,0
TRUFFLE,2023,CRB,RB,Josh Jacobs,LV,59,1,0,0
TRUFFLE,2023,CRB,WR,Tyler Lockett,SEA,19,1,0,0
TRUFFLE,2023,CRB,RB,Alexander Mattison,MIN,5,1,0,0
TRUFFLE,2023,CRB,QB,Kenny Pickett,PIT,10,2,0,0
TRUFFLE,2023,CRB,DST,Dolphins,MIA,3,2,0,0
TRUFFLE,2023,ELP,QB,Brock Purdy,SF,20,1,0,1
TRUFFLE,2023,ELP,RB,Justice Hill,BAL,1,2,0,1
TRUFFLE,2023,ELP,RB,Alvin Kamara,NO,63,2,0,1
TRUFFLE,2023,ELP,WR,Keenan Allen,LAC,51,2,0,1
TRUFFLE,2023,ELP,WR,Odell Beckham,BAL,1,2,0,1
TRUFFLE,2023,ELP,WR,Marvin Mims,DEN,5,3,0,1
TRUFFLE,2023,ELP,TE,Isaiah Likely,BAL,16,2,0,1
TRUFFLE,2023,ELP,TE,Taysom Hill,NO,7,2,0,1
TRUFFLE,2023,ELP,WR,Deebo Samuel,SF,69,1,0,1
TRUFFLE,2023,ELP,DST,49ers,SF,5,4,0,1
TRUFFLE,2023,ELP,RB,Jerome Ford,CLE,1,2,0,1
TRUFFLE,2023,ELP,RB,Brian Robinson,WAS,5,2,0,1
TRUFFLE,2023,ELP,RB,Kenneth Walker,SEA,30,2,0,1
TRUFFLE,2023,ELP,WR,Tyreek Hill,MIA,67,1,0,1
TRUFFLE,2023,ELP,QB,Gardner Minshew,IND,25,1,0,1
TRUFFLE,2023,ELP,QB,Dak Prescott,DAL,66,1,0,1
TRUFFLE,2023,ELP,WR,Jayden Reed,GB,5,3,0,1
TRUFFLE,2023,ELP,QB,Geno Smith,SEA,25,1,0,1
TRUFFLE,2023,ELP,QB,Jarrett Stidham,DEN,3,2,0,1
TRUFFLE,2023,ELP,QB,Kirk Cousins,MIN,2,2,0,1
TRUFFLE,2023,ELP,TE,Mark Andrews,BAL,28,1,0,1
TRUFFLE,2023,FRR,QB,Jordan Love,GB,7,1,0,0
TRUFFLE,2023,FRR,RB,Christian McCaffrey,SF,121,1,0,0
TRUFFLE,2023,FRR,RB,Rachaad White,TB,5,2,0,0
TRUFFLE,2023,FRR,WR,Ja'Marr Chase,CIN,40,1,0,0
TRUFFLE,2023,FRR,WR,Tank Dell,HOU,3,3,0,0
TRUFFLE,2023,FRR,WR,Jaylen Waddle,MIA,10,1,0,0
TRUFFLE,2023,FRR,TE,Travis Kelce,KC,47,1,0,0
TRUFFLE,2023,FRR,WR,DK Metcalf,SEA,69,1,0,0
TRUFFLE,2023,FRR,QB,Trevor Lawrence,JAC,50,1,0,0
TRUFFLE,2023,FRR,DST,Cowboys,DAL,1,2,0,0
TRUFFLE,2023,FRR,QB,Patrick Mahomes,KC,72,1,0,0
TRUFFLE,2023,FRR,QB,Russell Wilson,DEN,3,2,0,0
TRUFFLE,2023,FRR,RB,Elijah Mitchell,SF,1,2,0,0
TRUFFLE,2023,FRR,RB,Tony Pollard,DAL,31,2,0,0
TRUFFLE,2023,FRR,WR,Demario Douglas,NE,4,2,0,0
TRUFFLE,2023,FRR,WR,Jalin Hyatt,NYG,1,2,0,0
TRUFFLE,2023,FRR,WR,Michael Thomas,NO,1,2,0,0
TRUFFLE,2023,FRR,TE,Dalton Kincaid,BUF,5,3,0,0
TRUFFLE,2023,FRR,DST,Browns,CLE,5,2,0,0
TRUFFLE,2023,FRR,RB,Rhamondre Stevenson,NE,3,1,0,0
TRUFFLE,2023,FRR,WR,Marquise Brown,ARI,3,4,0,0
TRUFFLE,2023,GF,QB,John Wolford,TB,1,2,0,0
TRUFFLE,2023,GF,RB,Rico Dowdle,DAL,5,2,0,0
TRUFFLE,2023,GF,RB,Clyde Edwards-Helaire,KC,6,2,0,0
TRUFFLE,2023,GF,WR,Calvin Ridley,JAC,15,3,0,0
TRUFFLE,2023,GF,WR,Christian Watson,GB,15,2,0,0
TRUFFLE,2023,GF,WR,Jameson Williams,DET,40,2,0,0
TRUFFLE,2023,GF,TE,Jake Ferguson,DAL,3,2,0,0
TRUFFLE,2023,GF,TE,Michael Mayer,LV,5,3,0,0
TRUFFLE,2023,GF,RB,Kareem Hunt,CLE,8,2,0,0
TRUFFLE,2023,GF,DST,Packers,GB,1,2,0,0
TRUFFLE,2023,GF,QB,Tyler Huntley,BAL,25,2,0,0
TRUFFLE,2023,GF,QB,Nick Mullens,MIN,25,2,0,0
TRUFFLE,2023,GF,QB,Mason Rudolph,PIT,25,2,0,0
TRUFFLE,2023,GF,QB,Tyrod Taylor,NYG,40,2,0,0
TRUFFLE,2023,GF,QB,Bryce Young,CAR,35,3,0,0
TRUFFLE,2023,GF,RB,Ezekiel Elliott,NE,5,2,0,0
TRUFFLE,2023,GF,RB,Aaron Jones,GB,80,2,0,0
TRUFFLE,2023,GF,WR,Michael Pittman,IND,40,2,0,0
TRUFFLE,2023,GF,WR,Jaxon Smith-Njigba,SEA,25,3,0,0
TRUFFLE,2023,GF,RB,JK Dobbins,BAL,60,2,0,0
TRUFFLE,2023,MAM,QB,Justin Fields,CHI,30,1,0,0
TRUFFLE,2023,MAM,RB,Saquon Barkley,NYG,104,2,0,0
TRUFFLE,2023,MAM,RB,David Montgomery,DET,25,1,0,0
TRUFFLE,2023,MAM,WR,DJ Moore,CHI,46,3,0,0
TRUFFLE,2023,MAM,WR,Rashee Rice,KC,3,3,0,0
TRUFFLE,2023,MAM,WR,Adam Thielen,CAR,11,2,0,0
TRUFFLE,2023,MAM,TE,George Kittle,SF,37,1,0,0
TRUFFLE,2023,MAM,RB,Joe Mixon,CIN,100,1,0,0
TRUFFLE,2023,MAM,QB,Baker Mayfield,TB,5,1,0,0
TRUFFLE,2023,MAM,DST,Broncos,DEN,2,2,0,0
TRUFFLE,2023,MAM,WR,Garrett Wilson,NYJ,25,2,0,0
TRUFFLE,2023,MAM,RB,D'Onta Foreman,CHI,3,1,0,0
TRUFFLE,2023,MAM,TE,Dallas Goedert,PHI,5,1,0,0
TRUFFLE,2023,MAM,RB,Kendre Miller,NO,5,3,0,0
TRUFFLE,2023,MAM,WR,Rondale Moore,ARI,6,2,0,0
TRUFFLE,2023,MAM,WR,Rashid Shaheed,NO,6,2,0,0
TRUFFLE,2023,MAM,QB,Tua Tagovailoa,MIA,70,2,0,0
TRUFFLE,2023,MAM,WR,Michael Wilson,ARI,3,3,0,0
TRUFFLE,2023,MAM,DST,Ravens,BAL,1,2,0,0
TRUFFLE,2023,MAM,TE,Jelani Woods,IND,1,1,0,0
TRUFFLE,2023,MCM,QB,Josh Allen,BUF,101,1,0,0
TRUFFLE,2023,MCM,RB,Austin Ekeler,LAC,108,1,0,0
TRUFFLE,2023,MCM,RB,Travis Etienne,JAC,10,1,0,0
TRUFFLE,2023,MCM,WR,Jordan Addison,MIN,15,3,0,0
TRUFFLE,2023,MCM,WR,Stefon Diggs,BUF,87,1,0,0
TRUFFLE,2023,MCM,WR,Puka Nacua,LAR,1,4,0,0
TRUFFLE,2023,MCM,TE,Tucker Kraft,GB,2,2,0,0
TRUFFLE,2023,MCM,RB,Zack Moss,IND,15,2,0,0
TRUFFLE,2023,MCM,QB,Bailey Zappe,NE,30,2,0,0
TRUFFLE,2023,MCM,DST,Eagles,PHI,5,2,0,0
TRUFFLE,2023,MCM,RB,Damien Harris,BUF,1,2,0,0
TRUFFLE,2023,MCM,RB,Jordan Mason,SF,1,2,0,0
TRUFFLE,2023,MCM,WR,Jalen Guyton,LAC,1,2,0,0
TRUFFLE,2023,MCM,WR,Parker Washington,JAC,1,2,0,0
TRUFFLE,2023,MCM,TE,Gerald Everett,LAC,1,2,0,0
TRUFFLE,2023,MCM,TE,Tanner Hudson,CIN,1,2,0,0
TRUFFLE,2023,MCM,RB,Latavius Murray,BUF,1,2,0,0
TRUFFLE,2023,MCM,WR,Josh Reynolds,DET,1,2,0,0
TRUFFLE,2023,MCM,QB,Justin Herbert,LAC,70,2,0,0
TRUFFLE,2023,MCM,WR,Christian Kirk,JAC,36,2,0,0
TRUFFLE,2023,MWM,QB,Jake Browning,CIN,10,2,0,0
TRUFFLE,2023,MWM,RB,Najee Harris,PIT,25,1,0,0
TRUFFLE,2023,MWM,RB,Bijan Robinson,ATL,50,3,0,0
TRUFFLE,2023,MWM,WR,Gabe Davis,BUF,25,2,0,0
TRUFFLE,2023,MWM,WR,Chris Godwin,TB,49,3,0,0
TRUFFLE,2023,MWM,WR,Courtland Sutton,DEN,20,1,0,0
TRUFFLE,2023,MWM,TE,Cole Kmet,CHI,3,3,0,0
TRUFFLE,2023,MWM,WR,Jerry Jeudy,DEN,60,2,0,0
TRUFFLE,2023,MWM,RB,Emari Demercado,ARI,12,2,0,0
TRUFFLE,2023,MWM,DST,Jets,NYJ,1,1,0,0
TRUFFLE,2023,MWM,QB,Jimmy Garoppolo,LV,1,1,0,0
TRUFFLE,2023,MWM,QB,Hendon Hooker,DET,5,3,0,0
TRUFFLE,2023,MWM,RB,AJ Dillon,GB,50,2,0,0
TRUFFLE,2023,MWM,WR,Jonathan Mingo,CAR,10,3,0,0
TRUFFLE,2023,MWM,RB,Dalvin Cook,BAL,34,2,0,0
TRUFFLE,2023,MWM,RB,Gus Edwards,BAL,1,1,0,0
TRUFFLE,2023,MWM,QB,Mac Jones,NE,15,1,0,0
TRUFFLE,2023,MWM,QB,Matthew Stafford,LAR,50,1,0,0
TRUFFLE,2023,MWM,DST,Chiefs,KC,1,2,0,0
TRUFFLE,2023,MWM,WR,Kendrick Bourne,NE,10,2,0,0
TRUFFLE,2023,MWM,DC,Samaje Perine Dead Cap,DEN,8,1,0,0
TRUFFLE,2023,NN,QB,Joe Flacco,CLE,2,2,0,0
TRUFFLE,2023,NN,RB,Breece Hall,NYJ,50,2,0,0
TRUFFLE,2023,NN,RB,Derrick Henry,TEN,95,2,0,0
TRUFFLE,2023,NN,WR,Justin Jefferson,MIN,40,2,0,0
TRUFFLE,2023,NN,WR,Elijah Moore,CLE,2,2,0,0
TRUFFLE,2023,NN,WR,Wan'Dale Robinson,NYG,1,2,0,0
TRUFFLE,2023,NN,TE,Chigoziem Okonkwo,TEN,1,2,0,0
TRUFFLE,2023,NN,RB,Ty Chandler,MIN,1,2,0,0
TRUFFLE,2023,NN,QB,Will Levis,TEN,5,3,0,0
TRUFFLE,2023,NN,DST,Rams,LAR,3,2,0,0
TRUFFLE,2023,NN,RB,Israel Abanikanda,NYJ,1,2,0,0
TRUFFLE,2023,NN,RB,Evan Hull,IND,1,2,0,0
TRUFFLE,2023,NN,WR,Treylon Burks,TEN,20,2,0,0
TRUFFLE,2023,NN,WR,Amari Cooper,CLE,69,1,0,0
TRUFFLE,2023,NN,TE,Pat Freiermuth,PIT,3,1,0,0
TRUFFLE,2023,NN,RB,Zach Charbonnet,SEA,10,3,0,0
TRUFFLE,2023,NN,RB,Chuba Hubbard,CAR,2,1,0,0
TRUFFLE,2023,NN,RB,Jaylen Warren,PIT,3,1,0,0
TRUFFLE,2023,NN,RB,Tyler Allgeier,ATL,5,2,0,0
TRUFFLE,2023,NN,QB,Joe Burrow,CIN,70,2,0,0
TRUFFLE,2023,NN,QB,Deshaun Watson,CLE,62,1,0,0
TRUFFLE,2023,VD,QB,Sam Howell,WAS,3,2,0,0
TRUFFLE,2023,VD,RB,James Conner,ARI,89,1,0,0
TRUFFLE,2023,VD,RB,Javonte Williams,DEN,5,1,0,0
TRUFFLE,2023,VD,WR,Josh Downs,IND,5,3,0,0
TRUFFLE,2023,VD,WR,Terry McLaurin,WAS,67,4,0,0
TRUFFLE,2023,VD,WR,Jakobi Meyers,LV,3,2,0,0
TRUFFLE,2023,VD,TE,Kyle Pitts,ATL,35,1,0,0
TRUFFLE,2023,VD,WR,Brandon Aiyuk,SF,39,2,0,0
TRUFFLE,2023,VD,QB,Aidan O'Connell,LV,15,2,0,0
TRUFFLE,2023,VD,DST,Steelers,PIT,2,1,0,0
TRUFFLE,2023,VD,RB,Michael Carter,ARI,1,2,0,0
TRUFFLE,2023,VD,RB,Tyjae Spears,TEN,3,3,0,0
TRUFFLE,2023,VD,WR,Jahan Dotson,WAS,5,2,0,0
TRUFFLE,2023,VD,WR,Khalil Shakir,BUF,15,2,0,0
TRUFFLE,2023,VD,TE,Darnell Washington,PIT,1,2,0,0
TRUFFLE,2023,VD,RB,Tank Bigsby,JAC,5,3,0,0
TRUFFLE,2023,VD,RB,Jerick McKinnon,KC,2,4,0,0
TRUFFLE,2023,VD,DST,Bears,CHI,1,2,0,0
TRUFFLE,2023,VD,QB,Anthony Richardson,IND,40,3,0,0
TRUFFLE,2023,VD,WR,Mike Williams,LAC,48,2,0,0
TRUFFLE,2023,VD,DC,Kirk Cousins Dead Cap,MIN,21,1,0,0
TRUFFLE,2023,WLW,QB,Lamar Jackson,BAL,83,1,1,0
TRUFFLE,2023,WLW,RB,Isiah Pacheco,KC,6,1,1,0
TRUFFLE,2023,WLW,RB,Kyren Williams,LAR,17,2,1,0
TRUFFLE,2023,WLW,WR,Nico Collins,HOU,3,1,1,0
TRUFFLE,2023,WLW,WR,Mike Evans,TB,31,2,1,0
TRUFFLE,2023,WLW,WR,CeeDee Lamb,DAL,50,2,1,0
TRUFFLE,2023,WLW,TE,Sam LaPorta,DET,5,3,1,0
TRUFFLE,2023,WLW,WR,Cooper Kupp,LAR,69,1,1,0
TRUFFLE,2023,WLW,QB,CJ Stroud,HOU,30,3,1,0
TRUFFLE,2023,WLW,DST,Bills,BUF,1,2,1,0
TRUFFLE,2023,WLW,QB,Jared Goff,DET,59,3,1,0
TRUFFLE,2023,WLW,RB,Chase Brown,CIN,3,3,1,0
TRUFFLE,2023,WLW,RB,Khalil Herbert,CHI,44,1,1,0
TRUFFLE,2023,WLW,RB,Raheem Mostert,MIA,9,2,1,0
TRUFFLE,2023,WLW,RB,Devin Singletary,HOU,1,2,1,0
TRUFFLE,2023,WLW,WR,Diontae Johnson,PIT,50,2,1,0
TRUFFLE,2023,WLW,WR,Trey Palmer,TB,1,2,1,0
TRUFFLE,2023,WLW,WR,Alec Pierce,IND,3,2,1,0
TRUFFLE,2023,WLW,TE,Evan Engram,JAC,2,1,1,0
TRUFFLE,2023,WLW,RB,Keaton Mitchell,BAL,13,2,1,0
TRUFFLE,2024,AFL,QB,Kenny Pickett,PHI,4,2,1,0
TRUFFLE,2024,AFL,RB,D'Andre Swift,CHI,60,1,1,0
TRUFFLE,2024,AFL,RB,Rachaad White,TB,5,1,1,0
TRUFFLE,2024,AFL,WR,AJ Brown,PHI,74,1,1,0
TRUFFLE,2024,AFL,WR,Adonai Mitchell,IND,5,3,1,0
TRUFFLE,2024,AFL,TE,Travis Kelce,KC,48,1,1,0
TRUFFLE,2024,AFL,WR,Demario Douglas,NE,1,2,1,0
TRUFFLE,2024,AFL,WR,Josh Palmer,LAC,1,2,1,0
TRUFFLE,2024,AFL,QB,Mason Rudolph,TEN,1,2,1,0
TRUFFLE,2024,AFL,DST,Chiefs,KC,1,2,1,0
TRUFFLE,2024,AFL,QB,Jayden Daniels,WAS,45,3,1,0
TRUFFLE,2024,AFL,QB,Tyler Huntley,MIA,4,2,1,0
TRUFFLE,2024,AFL,QB,Kyler Murray,ARI,92,2,1,0
TRUFFLE,2024,AFL,QB,Russell Wilson,PIT,3,1,1,0
TRUFFLE,2024,AFL,RB,Jahmyr Gibbs,DET,45,2,1,0
TRUFFLE,2024,AFL,RB,Alexander Mattison,LV,1,2,1,0
TRUFFLE,2024,AFL,WR,Zay Flowers,BAL,15,2,1,0
TRUFFLE,2024,AFL,WR,Tee Higgins,CIN,40,1,1,0
TRUFFLE,2024,AFL,TE,Brock Bowers,LV,10,3,1,0
TRUFFLE,2024,AFL,WR,Chris Olave,NO,45,1,1,0
TRUFFLE,2024,CC,QB,Brock Purdy,SF,96,3,0,0
TRUFFLE,2024,CC,RB,James Cook,BUF,10,1,0,0
TRUFFLE,2024,CC,RB,David Montgomery,DET,71,2,0,0
TRUFFLE,2024,CC,WR,Amon-Ra St Brown,DET,40,2,0,0
TRUFFLE,2024,CC,WR,Brian Thomas,JAC,10,3,0,0
TRUFFLE,2024,CC,TE,Trey McBride,ARI,2,1,0,0
TRUFFLE,2024,CC,WR,Quentin Johnston,LAC,20,2,0,0
TRUFFLE,2024,CC,WR,DK Metcalf,SEA,53,3,0,0
TRUFFLE,2024,CC,QB,Drake Maye,NE,30,3,0,0
TRUFFLE,2024,CC,DST,Jets,NYJ,2,2,0,0
TRUFFLE,2024,CC,RB,Jonathon Brooks,CAR,10,3,0,0
TRUFFLE,2024,CC,WR,Javon Baker,NE,3,3,0,0
TRUFFLE,2024,CC,WR,Ricky Pearsall,SF,5,3,0,0
