Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,Prd. 3,Avg,Proj
WR,VD,Ladd McConkey,LAC,KC,Sun  4:25pm ET,5,39,---,12,78%,9%,5,3,7.40,7.97,5.01
WR,VD,Terry McLaurin,WAS,@ARI,Sun  4:05pm ET,14,50.5,28,17,93%,42%,67,3,20.00,8.63,10.52
WR,VD,Rome Odunze,CHI,LAR,Sun  1:00pm ET,7,41,33,31,64%,6%,20,3,22.40,9.60,6.91
QB,VD,Justin Fields,PIT,@IND,Sun  1:00pm ET,9,40,16,16,46%,14%,32,2,19.40,16.24,19.12
QB,VD,Baker Mayfield,TB,PHI,Sun  1:00pm ET,11,45,10,11,96%,59%,50,2,8.52,20.33,15.55
DC,VD,Jerick McKinnon Dead Cap,KC,@LAC,Sun  4:25pm ET,6,39,---,5,0%,0%,1,1,0.00,0.00,0.00
QB,WLW,Lamar Jackson,BAL,BUF,Sun  8:20pm ET,14,46,3,9,100%,95%,101,1,31.98,27.16,20.49
RB,WLW,Devin Singletary,NYG,DAL,Thu  8:15pm ET,11,44,22,32,96%,40%,1,1,19.80,14.83,10.70
RB,WLW,Kyren Williams,LAR,@CHI,Sun  1:00pm ET,6,41,4,24,100%,92%,17,1,37.60,22.73,13.91
WR,WLW,Nico Collins,HOU,JAC,Sun  1:00pm ET,14,45,4,25,100%,98%,30,2,12.60,18.60,13.22
WR,WLW,Mike Evans,TB,PHI,Sun  1:00pm ET,11,45,12,27,100%,94%,31,1,1.70,10.33,10.12
TE,WLW,Sam LaPorta,DET,SEA,Mon  8:15pm ET,5,46.5,---,24,100%,85%,5,2,5.60,4.80,3.81
RB,WLW,Chuba Hubbard,CAR,CIN,Sun  1:00pm ET,11,47.5,13,19,81%,31%,3,2,33.90,15.63,11.41
WR,WLW,CeeDee Lamb,DAL,@NYG,Thu  8:15pm ET,7,44,5,16,100%,100%,50,1,7.70,12.77,12.82
QB,WLW,CJ Stroud,HOU,JAC,Sun  1:00pm ET,14,45,6,31,99%,80%,30,3,9.80,14.29,19.74
DST,WLW,Colts,IND,PIT,Sun  1:00pm ET,14,40,---,7,44%,34%,1,2,14.00,6.67,6.80
QB,WLW,Jared Goff,DET,SEA,Mon  8:15pm ET,5,46.5,15,4,95%,53%,59,2,15.56,12.57,16.23
RB,WLW,Chase Brown,CIN,@CAR,Sun  1:00pm ET,12,47.5,42,29,75%,6%,3,2,10.90,5.77,6.40
RB,WLW,Rico Dowdle,DAL,@NYG,Thu  8:15pm ET,7,44,33,16,79%,8%,3,2,6.60,6.90,7.40
RB,WLW,Raheem Mostert,MIA,TEN,Mon  7:30pm ET,6,37,---,20,92%,2%,9,1,0.00,2.90,4.30
WR,WLW,Diontae Johnson,CAR,CIN,Sun  1:00pm ET,11,47.5,13,8,78%,22%,50,1,24.20,10.20,10.12
WR,WLW,Cooper Kupp,LAR,@CHI,Sun  1:00pm ET,6,41,---,4,100%,3%,88,1,0.00,14.85,0.00
WR,WLW,Alec Pierce,IND,PIT,Sun  1:00pm ET,14,40,---,7,58%,20%,3,2,5.40,13.83,6.31
WR,WLW,Jordan Whittington,LAR,@CHI,Sun  1:00pm ET,6,41,---,4,19%,4%,3,2,4.80,2.67,5.91
TE,WLW,Mike Gesicki,CIN,@CAR,Sun  1:00pm ET,12,47.5,9,31,82%,63%,2,2,8.70,7.53,6.81
