Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,Prd. 5,Avg,Proj
DC,VD,Jerick McKinnon Dead Cap,KC,BYE,,6,,---,,0%,0%,1,1,0.00,0.00,0.00
QB,WLW,Lamar Jackson,BAL,WAS,Sun  1:00pm ET,14,52.5,1,20,100%,98%,101,1,34.42,28.31,23.04
RB,WLW,Chuba Hubbard,CAR,ATL,Sun  4:25pm ET,11,47.5,10,6,98%,92%,3,2,16.70,17.74,13.21
RB,WLW,Kyren Williams,LAR,BYE,,6,,---,,100%,84%,17,1,23.50,22.82,0.00
WR,WLW,Nico Collins,HOU,@NE,Sun  1:00pm ET,14,37.5,---,15,100%,90%,30,2,15.80,20.34,6.01
WR,WLW,CeeDee Lamb,DAL,DET,Sun  4:25pm ET,7,52.5,2,28,100%,100%,50,1,8.40,13.26,14.22
TE,WLW,Erick All,CIN,@NYG,Sun  8:20pm ET,12,49,---,10,13%,7%,2,2,1.00,2.84,3.81
WR,WLW,Mike Evans,TB,@NO,Sun  1:00pm ET,11,45.5,10,12,100%,97%,31,1,23.20,15.12,9.92
WR,WLW,Diontae Johnson,CAR,ATL,Sun  4:25pm ET,11,47.5,11,19,97%,83%,50,1,4.90,10.76,9.12
QB,WLW,CJ Stroud,HOU,@NE,Sun  1:00pm ET,14,37.5,12,10,99%,79%,30,3,17.94,17.26,15.74
DST,WLW,Broncos,DEN,LAC,Sun  4:05pm ET,14,35.5,4,4,90%,86%,1,2,20.00,13.40,9.30
QB,WLW,Jared Goff,DET,@DAL,Sun  4:25pm ET,5,52.5,18,22,91%,9%,59,2,0.00,16.27,17.67
RB,WLW,Chase Brown,CIN,@NYG,Sun  8:20pm ET,12,49,13,13,92%,49%,3,2,17.40,12.18,9.91
RB,WLW,Rico Dowdle,DAL,DET,Sun  4:25pm ET,7,52.5,23,4,90%,47%,3,2,25.40,12.44,11.91
RB,WLW,Raheem Mostert,MIA,BYE,,6,,---,,83%,10%,9,1,13.80,8.35,0.00
RB,WLW,Devin Singletary,NYG,CIN,Sun  8:20pm ET,11,49,---,25,95%,12%,1,1,0.00,13.07,8.20
WR,WLW,Cooper Kupp,LAR,BYE,,6,,---,,100%,2%,88,1,0.00,14.85,0.00
WR,WLW,Alec Pierce,IND,@TEN,Sun  1:00pm ET,14,42.5,46,1,29%,7%,3,2,22.40,12.96,6.61
WR,WLW,Jordan Whittington,LAR,BYE,,6,,---,,22%,10%,3,2,12.90,6.02,0.00
TE,WLW,Sam LaPorta,DET,@DAL,Sun  4:25pm ET,5,52.5,8,13,97%,16%,5,2,0.00,5.67,6.81
