Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,Prd. 5,Avg,Proj
TE,SBS,Zach Ertz,WAS,@BAL,Sun  1:00pm ET,14,52.5,18,27,75%,48%,1,2,1.00,5.00,4.61
RB,SBS,Jerome Ford,CLE,@PHI,Sun  1:00pm ET,10,43.5,30,20,94%,53%,6,3,7.90,11.54,7.30
WR,SBS,Deebo Samuel,SF,@SEA,Thu  8:15pm ET,9,47.5,16,10,100%,96%,51,3,3.00,11.47,10.21
QB,SBS,Lamar Jackson,BAL,WAS,Sun  1:00pm ET,14,52.5,1,20,100%,98%,201,4,34.42,28.31,23.04
DST,SBS,Cowboys,DAL,DET,Sun  4:25pm ET,7,52.5,20,6,64%,40%,3,2,6.00,5.60,5.80
RB,SBS,Jonathan Taylor,IND,@TEN,Sun  1:00pm ET,14,42.5,---,11,100%,14%,101,2,0.00,22.65,7.00
WR,SBS,Troy Franklin,DEN,LAC,Sun  4:05pm ET,14,35.5,---,3,4%,1%,3,3,3.00,1.02,0.50
WR,SBS,Alec Pierce,IND,@TEN,Sun  1:00pm ET,14,42.5,46,1,29%,7%,3,2,22.40,12.96,6.61
RB,SBS,Austin Ekeler,WAS,@BAL,Sun  1:00pm ET,14,52.5,31,3,88%,26%,16,1,12.70,12.03,7.70
WR,SBS,Andrei Iosivas,CIN,@NYG,Sun  8:20pm ET,12,49,---,12,21%,7%,1,2,4.90,8.66,6.62
WR,SBS,Christian Watson,GB,ARI,Sun  1:00pm ET,10,49.5,---,17,53%,2%,17,4,0.00,4.25,3.91
WR,SBS,Rashod Bateman,BAL,WAS,Sun  1:00pm ET,14,52.5,---,27,8%,2%,1,3,14.80,8.44,5.31
QB,SBS,Russell Wilson,PIT,@LV,Sun  4:05pm ET,9,36.5,---,17,9%,1%,1,2,0.00,0.00,0.86
RB,SBS,Jaylen Wright,MIA,BYE,,6,,---,,29%,2%,5,3,12.60,4.97,0.00
