Pos,TRUFFLE,Player,NFL,Opp,Game Time,Bye,O/U,PosRnk,Ovp,Rost,Start,Salary,Contract,Prd. 4,Avg,Proj
TE,SBS,Zach Ertz,WAS,CLE,Sun  1:00pm ET,14,44.5,16,17,78%,54%,1,2,5.20,6.00,5.41
RB,SBS,Jerome Ford,CLE,@WAS,Sun  1:00pm ET,10,44.5,24,26,95%,38%,6,3,12.50,12.45,8.30
WR,SBS,Deebo Samuel,SF,ARI,Sun  4:05pm ET,9,50.5,17,20,100%,42%,51,3,8.20,14.30,12.81
QB,SBS,Lamar Jackson,BAL,@CIN,Sun  1:00pm ET,14,51,3,22,100%,94%,201,4,25.64,26.78,23.85
DST,SBS,Cowboys,DAL,@PIT,Sun  8:20pm ET,7,43,6,14,95%,85%,3,2,5.00,5.50,6.70
WR,SBS,Troy Franklin,DEN,LV,Sun  4:05pm ET,14,36.5,---,18,4%,1%,3,3,0.00,0.37,0.50
WR,SBS,Alec Pierce,IND,@JAC,Sun  1:00pm ET,14,46,---,28,42%,5%,3,2,0.90,10.60,6.31
RB,SBS,Austin Ekeler,WAS,CLE,Sun  1:00pm ET,14,44.5,---,10,90%,3%,16,1,0.00,11.80,5.40
WR,SBS,Andrei Iosivas,CIN,BAL,Sun  1:00pm ET,12,51,---,23,22%,6%,1,2,3.90,9.60,7.42
WR,SBS,Christian Watson,GB,@LAR,Sun  4:25pm ET,10,48,---,26,75%,14%,17,4,0.00,4.25,0.00
WR,SBS,Rashod Bateman,BAL,@CIN,Sun  1:00pm ET,14,51,---,15,8%,1%,1,3,3.30,6.85,4.91
RB,SBS,Antonio Gibson,NE,MIA,Sun  1:00pm ET,14,35.5,45,27,49%,5%,1,2,9.90,8.43,6.00
QB,SBS,Russell Wilson,PIT,DAL,Sun  8:20pm ET,9,43,---,24,10%,1%,1,2,0.00,0.00,0.90
RB,SBS,Jaylen Wright,MIA,@NE,Sun  1:00pm ET,6,35.5,---,14,36%,1%,5,3,5.20,2.43,2.70
